,last_updated,github_link,app_id,category,repo,username,commits,contributors,created_at,forks,stars
55,2016-11-21,https://github.com/termux/termux-widget,com.termux.widget,System,termux-widget,termux,33.0,1.0,2015-12-19 22:01:00,10.0,23.0
56,2016-11-21,https://github.com/termux/termux-styling,com.termux.styling,Development,termux-styling,termux,53.0,3.0,2015-12-19 22:15:28,8.0,35.0
57,2016-11-21,https://github.com/shkcodes/Lyrically,com.shkmishra.lyrically,Multimedia,Lyrically,shkcodes,58.0,2.0,2016-10-26 14:35:55,7.0,18.0
58,2016-11-21,https://github.com/segler-alex/RadioDroid,net.programmierecke.radiodroid2,Multimedia,RadioDroid,segler-alex,264.0,9.0,2013-01-13 13:59:17,18.0,36.0
59,2016-11-21,https://github.com/quaap/AudioMeter,com.quaap.audiometer,Multimedia,AudioMeter,quaap,61.0,3.0,2016-11-18 13:49:51,3.0,3.0
60,2016-11-21,https://github.com/osmandapp/Osmand,net.osmand.plus,Navigation,Osmand,osmandapp,29357.0,323.0,2011-01-15 19:59:44,521.0,975.0
61,2016-11-21,https://github.com/opacapp/opacclient,de.geeksfactory.opacclient,Reading,opacclient,opacapp,3446.0,17.0,2012-06-17 21:32:08,28.0,63.0
62,2016-11-21,https://github.com/nextcloud/android,com.nextcloud.client,Internet,android,nextcloud,5096.0,60.0,2016-06-06 21:23:36,77.0,154.0
63,2016-11-21,https://github.com/ligi/PassAndroid,org.ligi.passandroid,Reading,PassAndroid,ligi,1393.0,5.0,2013-01-23 15:34:45,53.0,239.0
64,2016-11-21,https://github.com/khertan/ForRunners,net.khertan.forrunners,Sports & Health,ForRunners,khertan,161.0,2.0,2015-10-10 07:29:24,8.0,13.0
65,2016-11-21,https://github.com/k9mail/k-9,com.fsck.k9,Internet,k-9,k9mail,6588.0,150.0,2011-02-04 02:40:00,1487.0,2847.0
66,2016-11-21,https://github.com/inorichi/tachiyomi,eu.kanade.tachiyomi,Multimedia,tachiyomi,inorichi,1038.0,29.0,2015-10-07 09:51:12,87.0,413.0
67,2016-11-21,https://github.com/gsimon75/compass-keyboard,org.dyndns.fules.ck,Writing,compass-keyboard,gsimon75,18.0,1.0,2016-02-21 18:26:52,2.0,0.0
68,2016-11-21,https://github.com/fr3ts0n/StageFever,com.fr3ts0n.stagefever,Multimedia,StageFever,fr3ts0n,25.0,2.0,2015-05-17 11:22:03,7.0,2.0
69,2016-11-21,https://github.com/caarmen/scrumchatter,ca.rmen.android.scrumchatter,Time,scrumchatter,caarmen,553.0,2.0,2013-06-16 21:53:28,5.0,7.0
70,2016-11-21,https://github.com/caarmen/network-monitor,ca.rmen.android.networkmonitor,Connectivity,network-monitor,caarmen,910.0,5.0,2013-05-17 23:23:42,11.0,21.0
71,2016-11-21,https://github.com/SecUSo/privacy-friendly-torchlight,com.secuso.torchlight2,System,privacy-friendly-torchlight,SecUSo,22.0,3.0,2015-09-28 09:12:10,5.0,10.0
72,2016-11-21,https://github.com/SecUSo/privacy-friendly-activity-tracker,org.secuso.privacyfriendlyactivitytracker,Sports & Health,privacy-friendly-activity-tracker,SecUSo,162.0,5.0,2016-04-28 12:51:16,7.0,10.0
73,2016-11-21,https://github.com/MarcusWolschon/osmeditor4android,de.blau.android,Navigation,osmeditor4android,MarcusWolschon,1154.0,8.0,2015-03-21 07:25:43,23.0,64.0
74,2016-11-21,https://github.com/AnySoftKeyboard/AnySoftKeyboard,com.menny.android.anysoftkeyboard,Writing,AnySoftKeyboard,AnySoftKeyboard,3249.0,17.0,2012-04-18 12:38:01,298.0,392.0
75,2016-11-21,https://github.com/AmericanRedCross/OpenMapKitAndroid,org.redcross.openmapkit,Navigation,OpenMapKitAndroid,AmericanRedCross,482.0,6.0,2014-12-17 21:10:03,21.0,104.0
76,2016-11-18,https://github.com/tgwizard/sls,com.adam.aslfms,Multimedia,sls,tgwizard,561.0,30.0,2012-02-06 20:55:06,79.0,279.0
77,2016-11-18,https://github.com/koelleChristian/trickytripper,de.koelle.christian.trickytripper,Money,trickytripper,koelleChristian,266.0,6.0,2012-01-13 18:03:45,9.0,15.0
78,2016-11-18,https://github.com/billthefarmer/tuner,org.billthefarmer.tuner,Multimedia,tuner,billthefarmer,108.0,3.0,2013-02-09 21:13:09,23.0,39.0
79,2016-11-18,https://github.com/abaker/tasks,org.tasks,Writing,tasks,abaker,3851.0,27.0,2013-07-18 19:44:38,169.0,389.0
80,2016-11-18,https://github.com/Utyff/pMetro,com.utyf.pmetro,Navigation,pMetro,Utyff,124.0,2.0,2015-08-08 16:10:03,2.0,5.0
81,2016-11-18,https://github.com/TobiasBielefeld/Simple-Solitaire,de.tobiasbielefeld.solitaire,Games,Simple-Solitaire,TobiasBielefeld,50.0,2.0,2016-10-27 16:51:18,4.0,1.0
82,2016-11-17,https://github.com/vitas/beaconloc,com.samebits.beacon.locator,System,beaconloc,vitas,53.0,1.0,2015-12-18 11:48:25,7.0,14.0
83,2016-11-17,https://github.com/toulibre/cdl-companion-android,org.toulibre.capitoledulibre,Time,cdl-companion-android,toulibre,244.0,2.0,2015-10-31 09:04:53,1.0,1.0
84,2016-11-17,https://github.com/raulhaag/MiMangaNu,ar.rulosoft.mimanganu,Reading,MiMangaNu,raulhaag,753.0,10.0,2014-12-21 22:14:07,28.0,69.0
85,2016-11-17,https://github.com/opengemara/shiurim,org.opengemara.shiurim,Reading,shiurim,opengemara,19.0,1.0,2016-05-18 05:27:01,1.0,0.0
86,2016-11-17,https://github.com/mofosyne/NFCMessageBoard,com.briankhuu.nfcmessageboard,Connectivity,NFCMessageBoard,mofosyne,88.0,2.0,2015-04-03 05:15:39,7.0,14.0
87,2016-11-17,https://github.com/maxpower47/PinDroid,com.pindroid,Internet,PinDroid,maxpower47,912.0,6.0,2010-12-17 13:42:18,52.0,210.0
88,2016-11-17,https://github.com/farmerbb/Taskbar,com.farmerbb.taskbar,System,Taskbar,farmerbb,347.0,3.0,2016-08-05 00:41:01,8.0,27.0
89,2016-11-17,https://github.com/czlee/debatekeeper,net.czlee.debatekeeper,Time,debatekeeper,czlee,606.0,4.0,2013-07-27 01:47:22,6.0,4.0
90,2016-11-17,https://github.com/antennapod/AntennaPod,de.danoeh.antennapod,Multimedia,AntennaPod,antennapod,3664.0,69.0,2012-07-31 10:25:08,481.0,1429.0
91,2016-11-17,https://github.com/Xlythe/android_packages_apps_Calculator,com.xlythe.calculator.material,Science & Education,android_packages_apps_Calculator,Xlythe,870.0,18.0,2012-06-16 19:33:18,87.0,153.0
92,2016-11-17,https://github.com/Xlythe/android_packages_apps_Calculator,com.android2.calculator3,Science & Education,android_packages_apps_Calculator,Xlythe,870.0,18.0,2012-06-16 19:33:18,87.0,153.0
93,2016-11-17,https://github.com/VREMSoftwareDevelopment/WifiAnalyzer,com.vrem.wifianalyzer,Connectivity,WifiAnalyzer,VREMSoftwareDevelopment,750.0,9.0,2015-12-09 23:37:23,64.0,194.0
94,2016-11-17,https://github.com/Sensirion/SmartGadget-Android,com.sensirion.smartgadget,Connectivity,SmartGadget-Android,Sensirion,56.0,3.0,2015-04-30 09:26:19,3.0,14.0
95,2016-11-17,https://github.com/DaylightingSociety/WhereAreTheEyes,org.daylightingsociety.wherearetheeyes,Security,WhereAreTheEyes,DaylightingSociety,16.0,1.0,2016-10-22 18:11:02,8.0,167.0
96,2016-11-15,https://github.com/kckrinke/onetimepad,com.onest8.onetimepad,Security,onetimepad,kckrinke,141.0,5.0,2016-08-19 19:14:28,6.0,10.0
97,2016-11-15,https://github.com/fvasco/pinpoi,io.github.fvasco.pinpoi,Navigation,pinpoi,fvasco,111.0,3.0,2016-01-04 13:20:26,4.0,11.0
98,2016-11-14,https://github.com/zoff99/zanavi,com.zoffcc.applications.zanavi,Navigation,zanavi,zoff99,65.0,1.0,2015-02-01 19:58:08,4.0,3.0
99,2016-11-14,https://github.com/wistein/TransektCount,com.wmstein.transektcount,Science & Education,TransektCount,wistein,80.0,2.0,2016-03-25 01:10:57,2.0,0.0
100,2016-11-14,https://github.com/scoute-dich/PDFCreator,de.baumann.pdfcreator,Writing,PDFCreator,scoute-dich,35.0,3.0,2016-07-19 17:34:15,23.0,57.0
101,2016-11-14,https://github.com/Neamar/KISS,fr.neamar.kiss,Theming,KISS,Neamar,1641.0,74.0,2012-10-02 16:03:43,123.0,340.0
102,2016-11-13,https://github.com/siacs/VoiceRecorder,eu.siacs.conversations.voicerecorder,Internet,VoiceRecorder,siacs,14.0,3.0,2015-06-29 13:47:58,10.0,15.0
103,2016-11-13,https://github.com/schaal/ocreader,email.schaal.ocreader,Reading,ocreader,schaal,761.0,2.0,2016-01-05 09:39:03,9.0,24.0
104,2016-11-13,https://github.com/mpcjanssen/simpletask-android,nl.mpcjanssen.simpletask,Writing,simpletask-android,mpcjanssen,1710.0,27.0,2014-01-10 15:01:02,69.0,216.0
105,2016-11-13,https://github.com/k3b/androFotoFinder,de.k3b.android.androFotoFinder,Multimedia,androFotoFinder,k3b,554.0,3.0,2015-07-27 19:37:06,19.0,35.0
106,2016-11-13,https://github.com/enricocid/Storage-USB,com.enrico.filemanager,System,Storage-USB,enricocid,9.0,2.0,2016-01-02 13:21:11,3.0,9.0
107,2016-11-13,https://github.com/ZeeRooo/MaterialFBook,me.zeeroooo.materialfb,Internet,MaterialFBook,ZeeRooo,21.0,2.0,2016-09-12 22:22:02,6.0,14.0
108,2016-11-13,https://github.com/SteamGifts/SteamGifts,net.mabako.steamgifts,Internet,SteamGifts,SteamGifts,564.0,1.0,2015-12-28 16:42:06,8.0,31.0
109,2016-11-13,https://github.com/Skarafaz/mercury,it.skarafaz.mercury,Internet,mercury,Skarafaz,226.0,1.0,2014-09-25 17:01:15,9.0,54.0
110,2016-11-13,https://github.com/SecUSo/privacy-friendly-weather,org.secuso.privacyfriendlyweather,Multimedia,privacy-friendly-weather,SecUSo,164.0,4.0,2016-05-03 21:46:43,5.0,10.0
111,2016-11-11,https://github.com/wistein/TourCount,com.wmstein.tourcount,Science & Education,TourCount,wistein,73.0,2.0,2016-06-10 22:11:02,2.0,1.0
112,2016-11-11,https://github.com/vijai1996/screenrecorder,com.orpheusdroid.screenrecorder,System,screenrecorder,vijai1996,67.0,3.0,2016-10-15 04:23:23,5.0,7.0
113,2016-11-11,https://github.com/ukanth/afwall,dev.ukanth.ufirewall,Security,afwall,ukanth,1074.0,15.0,2012-10-27 13:20:30,199.0,719.0
114,2016-11-11,https://github.com/siacs/Conversations,eu.siacs.conversations,Internet,Conversations,siacs,3432.0,73.0,2014-01-24 01:07:34,681.0,2086.0
115,2016-11-11,https://github.com/scoute-dich/QuitSmoking,de.baumann.quitsmoking,Sports & Health,QuitSmoking,scoute-dich,27.0,2.0,2016-06-09 19:33:07,6.0,1.0
116,2016-11-11,https://github.com/schildbach/bitcoin-wallet,de.schildbach.wallet_test,Money,bitcoin-wallet,schildbach,2688.0,22.0,2012-03-31 17:06:47,662.0,679.0
117,2016-11-11,https://github.com/schildbach/bitcoin-wallet,de.schildbach.wallet,Money,bitcoin-wallet,schildbach,2688.0,22.0,2012-03-31 17:06:47,662.0,679.0
118,2016-11-11,https://github.com/openfoodfacts/OpenFoodFacts-androidApp,openfoodfacts.github.scrachx.openfood,Sports & Health,OpenFoodFacts-androidApp,openfoodfacts,349.0,10.0,2015-05-06 18:09:55,29.0,42.0
119,2016-11-11,https://github.com/metinkale38/namaz-vakti-android,com.metinkale.prayer,Reading,namaz-vakti-android,metinkale38,257.0,2.0,2015-12-31 12:21:08,12.0,13.0
120,2016-11-11,https://github.com/enricocid/lffl-feed-reader,com.iven.lfflfeedreader,Reading,lffl-feed-reader,enricocid,149.0,1.0,2014-12-07 12:41:17,22.0,41.0
121,2016-11-11,https://github.com/caarmen/poet-assistant,ca.rmen.android.poetassistant,Writing,poet-assistant,caarmen,381.0,1.0,2016-02-14 05:09:02,1.0,8.0
122,2016-11-11,https://github.com/andDevW/getChromium,com.anddevw.getchromium,Internet,getChromium,andDevW,156.0,1.0,2016-03-23 04:16:16,3.0,26.0
123,2016-11-11,https://github.com/SecUSo/privacy-friendly-qr-scanner,com.secuso.privacyFriendlyCodeScanner,Multimedia,privacy-friendly-qr-scanner,SecUSo,34.0,4.0,2015-09-28 09:11:50,1.0,14.0
124,2016-11-11,https://github.com/SecUSo/privacy-friendly-pin-mnemonic,org.secuso.privacyfriendlypin,System,privacy-friendly-pin-mnemonic,SecUSo,191.0,2.0,2015-10-27 12:43:05,4.0,4.0
125,2016-11-11,https://github.com/JohnMHarrisJr/BoogDroid,me.johnmh.boogdroid,Development,BoogDroid,JohnMHarrisJr,178.0,4.0,2015-12-28 18:00:33,2.0,4.0
126,2016-11-08,https://github.com/samuelclay/NewsBlur,com.newsblur,Reading,NewsBlur,samuelclay,11030.0,65.0,2009-01-05 14:00:43,816.0,4488.0
127,2016-11-08,https://github.com/jroal/a2dpvolume,a2dp.Vol,Multimedia,a2dpvolume,jroal,236.0,3.0,2015-03-14 12:36:40,8.0,24.0
128,2016-11-08,https://github.com/happyalu/Flite-TTS-Engine-for-Android,edu.cmu.cs.speech.tts.flite,Multimedia,Flite-TTS-Engine-for-Android,happyalu,115.0,2.0,2010-03-27 19:32:11,56.0,80.0
129,2016-11-08,https://github.com/greenaddress/GreenBits,com.greenaddress.greenbits_android_wallet.testnet,Money,GreenBits,greenaddress,1406.0,10.0,2015-01-21 23:50:15,26.0,31.0
130,2016-11-08,https://github.com/greenaddress/GreenBits,com.greenaddress.greenbits_android_wallet,Money,GreenBits,greenaddress,1406.0,10.0,2015-01-21 23:50:15,26.0,31.0
131,2016-11-08,https://github.com/free-software-for-android/NTPSync,org.ntpsync,System,NTPSync,free-software-for-android,120.0,3.0,2012-07-15 15:50:46,25.0,54.0
132,2016-11-08,https://github.com/forrestguice/SuntimesWidget,com.forrestguice.suntimeswidget,Time,SuntimesWidget,forrestguice,346.0,3.0,2015-02-23 02:41:09,3.0,8.0
133,2016-11-08,https://github.com/anthonycr/Lightning-Browser,acr.browser.lightning,Internet,Lightning-Browser,anthonycr,1054.0,45.0,2013-02-01 19:25:59,410.0,739.0
134,2016-11-08,https://github.com/SecUSo/privacy-friendly-sudoku,org.secuso.privacyfriendlysudoku,Games,privacy-friendly-sudoku,SecUSo,164.0,6.0,2015-11-06 13:14:43,9.0,12.0
135,2016-11-08,https://github.com/PhotoBackup/client-android,fr.s13d.photobackup,Multimedia,client-android,PhotoBackup,219.0,6.0,2015-06-03 20:23:57,10.0,23.0
136,2016-11-08,https://github.com/Free-Software-for-Android/FasterGPS,org.fastergps,System,FasterGPS,Free-Software-for-Android,102.0,2.0,2012-07-15 15:38:53,13.0,48.0
137,2016-11-08,https://github.com/00-Evan/shattered-pixel-dungeon,com.shatteredpixel.shatteredpixeldungeon,Games,shattered-pixel-dungeon,00-Evan,1945.0,2.0,2014-07-31 21:56:31,77.0,162.0
138,2016-11-07,https://github.com/vvolas/Awesome-Live-Wallpaper,com.wolas.awesomewallpaper,Theming,Awesome-Live-Wallpaper,vvolas,11.0,2.0,2016-03-31 10:02:37,1.0,1.0
139,2016-11-07,https://github.com/scoute-dich/Weather,de.baumann.weather,Internet,Weather,scoute-dich,41.0,1.0,2016-03-03 16:54:08,6.0,13.0
140,2016-11-07,https://github.com/scoute-dich/Sieben,de.baumann.sieben,Sports & Health,Sieben,scoute-dich,16.0,4.0,2016-02-21 18:39:07,7.0,12.0
141,2016-11-07,https://github.com/redfish64/TinyTravelTracker,com.rareventure.gps2,Navigation,TinyTravelTracker,redfish64,83.0,2.0,2015-09-01 08:41:20,6.0,28.0
142,2016-11-07,https://github.com/mtotschnig/MyExpenses,org.totschnig.myexpenses,Money,MyExpenses,mtotschnig,5351.0,8.0,2012-02-29 15:13:40,65.0,97.0
143,2016-11-07,https://github.com/maks/MGit,com.manichord.mgit,Development,MGit,maks,423.0,26.0,2016-10-14 02:54:01,12.0,38.0
144,2016-11-07,https://github.com/ltGuillaume/DroidShows,nl.asymmetrics.droidshows,Multimedia,DroidShows,ltGuillaume,213.0,10.0,2015-07-28 00:36:35,6.0,17.0
145,2016-11-07,https://github.com/ligi/BLExplorer,org.ligi.blexplorer,Development,BLExplorer,ligi,75.0,1.0,2015-04-11 20:44:32,5.0,13.0
146,2016-11-07,https://github.com/itds-consulting/android-silent-ping-sms,com.itds.sms.ping,Phone & SMS,android-silent-ping-sms,itds-consulting,9.0,2.0,2016-03-31 09:23:50,13.0,23.0
147,2016-11-07,https://github.com/gateship-one/odyssey,org.gateshipone.odyssey,Multimedia,odyssey,gateship-one,609.0,3.0,2016-01-30 12:19:25,4.0,22.0
148,2016-11-07,https://github.com/freeminer/freeminer,org.freeminer.freeminer,Games,freeminer,freeminer,10298.0,277.0,2013-11-26 22:06:31,40.0,168.0
149,2016-11-07,https://github.com/enricocid/Simply-Solid,com.enrico.earthquake,Theming,Simply-Solid,enricocid,19.0,2.0,2016-11-01 11:27:49,1.0,1.0
150,2016-11-07,https://github.com/edsonduarte1990/reminders,com.lostrealm.lembretes,Science & Education,reminders,edsonduarte1990,101.0,1.0,2013-12-23 13:55:09,0.0,1.0
151,2016-11-07,https://github.com/bpellin/keepassdroid,com.android.keepass,Security,keepassdroid,bpellin,882.0,24.0,2009-01-05 22:01:52,267.0,754.0
152,2016-11-07,https://github.com/QuantumBadger/RedReader,org.quantumbadger.redreader,Internet,RedReader,QuantumBadger,994.0,51.0,2013-04-04 14:00:14,299.0,652.0
153,2016-11-04,https://github.com/slp/Telegram-FOSS,org.telegram.messenger,Internet,Telegram-FOSS,slp,415.0,12.0,2014-02-20 10:53:44,35.0,170.0
154,2016-11-04,https://github.com/pR0Ps/LocationShare,ca.cmetcalfe.locationshare,Connectivity,LocationShare,pR0Ps,23.0,1.0,2013-03-27 20:32:01,5.0,7.0
155,2016-11-04,https://github.com/nerzhul/ownCloud-SMS-App,fr.unix_experience.owncloud_sms,Phone & SMS,ownCloud-SMS-App,nerzhul,281.0,11.0,2014-10-10 09:24:15,17.0,44.0
156,2016-11-04,https://github.com/meefik/busybox,ru.meefik.busybox,System,busybox,meefik,79.0,8.0,2015-10-04 19:37:26,35.0,98.0
